task_type	prefix	data_type	bound	start	end	video	question	answer	candidates	index
Action Localization	video/sta/sta_video/	video	True	22.799999999999997	41.1	FMZOY.mp4	Can you identify when the action 'person opens the door' happens in the video?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.']	1852
Action Localization	video/sta/sta_video/	video	True	12.499999999999993	31.1	HHNTA.mp4	When in the video sequence do we observe the action 'person open a box'?	At the end of the video.	['Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.']	1853
Action Localization	video/sta/sta_video/	video	True	6.099999999999994	22.3	DOYQE.mp4	At what moment in the video does the action 'person takes a drink from a coffee cup' occur?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.']	1854
Action Localization	video/sta/sta_video/	video	True	8.400000000000002	25.5	ZMY8M.mp4	Can you identify when the action 'person opens cabinets above it' happens in the video?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'At the end of the video.', 'Throughout the entire video.']	1855
Action Localization	video/sta/sta_video/	video	True	1.6999999999999993	21.2	FNBYE.mp4	At what moment in the video does the action 'person open a box' occur?	At the end of the video.	['At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.']	1856
Action Localization	video/sta/sta_video/	video	True	14.7	33.6	2ZICJ.mp4	In the given video, when does the action 'person close a cabinet' take place?	At the end of the video.	['At the beginning of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.']	1857
Action Localization	video/sta/sta_video/	video	True	1.9999999999999964	18.8	OKHVL.mp4	In the given video, when does the action 'person eats a sandwich' take place?	At the end of the video.	['Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.', 'At the end of the video.']	1858
Action Localization	video/sta/sta_video/	video	True	2.4000000000000057	25.2	LGJAR.mp4	At what moment in the video does the action 'person turns on the light' occur?	At the end of the video.	['Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.']	1859
Action Localization	video/sta/sta_video/	video	True	4.299999999999997	22.6	9POJB.mp4	During which part of the video does the action 'person takes a blanket' occur?	At the end of the video.	['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']	1860
Action Localization	video/sta/sta_video/	video	True	4.700000000000003	25.4	NI15V.mp4	In the given video, when does the action 'the person in the doorway walks away holding the towel' take place?	At the end of the video.	['In the middle of the video.', 'At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.']	1861
Action Localization	video/sta/sta_video/	video	True	11.600000000000001	28.7	6JLD4.mp4	During which part of the video does the action 'person closes the door' occur?	At the end of the video.	['At the end of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the beginning of the video.']	1862
Action Localization	video/sta/sta_video/	video	True	9.7	33.1	BI6Y4.mp4	During which part of the video does the action 'person sits down at the table' occur?	At the end of the video.	['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']	1863
Action Localization	video/sta/sta_video/	video	True	1.9999999999999964	21.8	JIUH7.mp4	During which part of the video does the action 'person put the bottle in the garbage' occur?	At the end of the video.	['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']	1864
Action Localization	video/sta/sta_video/	video	True	11.199999999999996	28.0	LGPWK.mp4	Can you identify when the action 'person puts the remote on a shelf' happens in the video?	At the end of the video.	['At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.']	1865
Action Localization	video/sta/sta_video/	video	True	0.9000000000000039	17.4	759MY.mp4	In the given video, when does the action 'person put on their shoes' take place?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.']	1866
Action Localization	video/sta/sta_video/	video	True	5.899999999999999	23.3	IBWAW.mp4	At what moment in the video does the action 'person puts the cup on a table' occur?	At the end of the video.	['Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.', 'At the beginning of the video.']	1867
Action Localization	video/sta/sta_video/	video	True	1.8999999999999986	25.3	QOYH2.mp4	During which part of the video does the action 'person takes a drink from a cup' occur?	At the end of the video.	['At the end of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the beginning of the video.']	1868
Action Localization	video/sta/sta_video/	video	True	9.600000000000001	25.2	AB2V6.mp4	When in the video sequence do we observe the action 'person opens a laptop up'?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'At the end of the video.', 'Throughout the entire video.']	1869
Action Localization	video/sta/sta_video/	video	True	8.799999999999997	27.1	QLFR5.mp4	In the given video, when does the action 'the person closes the book' take place?	At the end of the video.	['Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.', 'At the end of the video.']	1870
Action Localization	video/sta/sta_video/	video	True	10.700000000000003	28.4	IKJGO.mp4	In the given video, when does the action 'the person puts the book down' take place?	At the end of the video.	['Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.']	1871
Action Localization	video/sta/sta_video/	video	True	14.100000000000005	30.9	WKPQ3.mp4	Can you identify when the action 'person close the closet door' happens in the video?	At the end of the video.	['At the end of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the beginning of the video.']	1872
Action Localization	video/sta/sta_video/	video	True	2.8000000000000025	18.7	XXS99.mp4	During which part of the video does the action 'person open book' occur?	At the end of the video.	['At the beginning of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.']	1873
Action Localization	video/sta/sta_video/	video	True	17.499999999999993	36.1	7MRKY.mp4	Can you identify when the action 'person close a laptop' happens in the video?	At the end of the video.	['In the middle of the video.', 'At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.']	1874
Action Localization	video/sta/sta_video/	video	True	5.9999999999999964	27.3	O3HV7.mp4	At what moment in the video does the action 'person putting glasses on' occur?	At the end of the video.	['Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.', 'At the end of the video.']	1875
Action Localization	video/sta/sta_video/	video	True	5.5	23.5	HIKIC.mp4	In the given video, when does the action 'person opening a door' take place?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.']	1876
Action Localization	video/sta/sta_video/	video	True	1.4000000000000004	21.2	J48N6.mp4	During which part of the video does the action 'the person was putting the bag into the cabinet' occur?	At the end of the video.	['Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.', 'At the beginning of the video.']	1877
